customer_id,age,gender,location,total_spent,purchase_amount_usd,previous_purchases,frequency_of_purchases,payment_method,category,item_purchased,season,size,color,shipping_type,value_tier,promo_dependency_score,loyalty_type,satisfaction_flag,repeat_buyer_segment,is_subscriber,discount_flag,promo_flag,discount_applied,promo_code_used,review_rating,subscription_status,city_opportunity,city_avg_spend,city_promo_pct,category_type,cat_avg_spend,cat_promo_pct
2687,40,Female,Georgia,72,72,33,Fortnightly,Cash,Clothing,Socks,Winter,M,Black,2-Day Shipping,Gold,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,3.8,No,Growth Market,58.8,0.41,Entry Category,60.03,0.42
2688,61,Female,Delaware,75,75,12,Bi-Weekly,Debit Card,Clothing,Dress,Fall,M,White,2-Day Shipping,Gold,0.0,Genuinely Loyal,Low,Low,0,0,0,No,No,3.6,No,Low Priority,55.33,0.45,Entry Category,60.03,0.42
2689,53,Female,West Virginia,63,63,18,Every 3 Months,Credit Card,Accessories,Handbag,Spring,XL,Turquoise,2-Day Shipping,Gold,0.0,Genuinely Loyal,Low,Medium,0,0,0,No,No,2.9,No,Promo Market,63.88,0.49,Retention Category,59.84,0.44
2690,29,Female,Wyoming,35,35,47,Quarterly,Paypal,Clothing,Blouse,Fall,M,Orange,Standard,Bronze,0.0,Genuinely Loyal,High,High,0,0,0,No,No,3.9,No,Golden Market,60.69,0.42,Entry Category,60.03,0.42
2691,44,Female,New Mexico,32,32,18,Weekly,Bank Transfer,Accessories,Belt,Summer,L,Yellow,Free Shipping,Bronze,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,4.7,No,Promo Market,61.9,0.44,Retention Category,59.84,0.44
2692,43,Female,Nebraska,25,25,48,Monthly,Cash,Clothing,Pants,Winter,L,Blue,2-Day Shipping,Bronze,0.0,Genuinely Loyal,Low,High,0,0,0,No,No,3.3,No,Low Priority,59.45,0.43,Entry Category,60.03,0.42
2693,40,Female,Washington,90,90,18,Every 3 Months,Debit Card,Footwear,Sneakers,Spring,XL,Violet,Free Shipping,Platinum,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,4.2,No,Promo Market,63.33,0.44,Entry Category,60.26,0.43
2694,55,Female,Hawaii,70,70,46,Quarterly,Cash,Footwear,Boots,Summer,L,Lavender,Standard,Gold,0.0,Genuinely Loyal,Low,High,0,0,0,No,No,2.6,No,Low Priority,57.72,0.49,Entry Category,60.26,0.43
2695,66,Female,Louisiana,27,27,34,Every 3 Months,Credit Card,Accessories,Sunglasses,Spring,M,Olive,Express,Bronze,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,4.9,No,Growth Market,57.71,0.42,Retention Category,59.84,0.44
2696,50,Female,Tennessee,92,92,10,Bi-Weekly,Paypal,Accessories,Hat,Fall,M,Orange,Standard,Platinum,0.0,Genuinely Loyal,Low,Low,0,0,0,No,No,3.6,No,Golden Market,61.97,0.36,Retention Category,59.84,0.44
2697,57,Female,South Dakota,20,20,12,Monthly,Debit Card,Outerwear,Coat,Spring,M,White,Free Shipping,Bronze,0.0,Genuinely Loyal,High,Low,0,0,0,No,No,4.7,No,Golden Market,60.51,0.37,Entry Category,57.17,0.44
2698,42,Female,Delaware,52,52,36,Quarterly,Bank Transfer,Outerwear,Jacket,Winter,L,Red,Standard,Silver,0.0,Genuinely Loyal,Low,Medium,0,0,0,No,No,3.2,No,Low Priority,55.33,0.45,Entry Category,57.17,0.44
2699,55,Female,Virginia,57,57,34,Quarterly,Venmo,Clothing,Hoodie,Summer,M,Magenta,Store Pickup,Silver,0.0,Genuinely Loyal,Low,Medium,0,0,0,No,No,3.6,No,Golden Market,62.88,0.38,Entry Category,60.03,0.42
2700,25,Female,Utah,96,96,49,Annually,Debit Card,Footwear,Boots,Fall,M,Violet,2-Day Shipping,Platinum,0.0,Genuinely Loyal,Low,High,0,0,0,No,No,3.6,No,Promo Market,62.58,0.46,Entry Category,60.26,0.43
2701,22,Female,California,68,68,36,Weekly,Cash,Clothing,T-Shirt,Winter,XL,Olive,Standard,Gold,0.0,Genuinely Loyal,Low,Medium,0,0,0,No,No,3.2,No,Growth Market,59.0,0.42,Entry Category,60.03,0.42
2702,49,Female,Idaho,30,30,18,Fortnightly,Bank Transfer,Clothing,Sweater,Summer,L,Silver,Store Pickup,Bronze,0.0,Genuinely Loyal,Low,Medium,0,0,0,No,No,2.8,No,Golden Market,60.08,0.41,Entry Category,60.03,0.42
2703,70,Female,Texas,37,37,39,Fortnightly,Debit Card,Footwear,Shoes,Fall,L,Gray,Next Day Air,Bronze,0.0,Genuinely Loyal,High,High,0,0,0,No,No,4.0,No,Golden Market,61.19,0.36,Entry Category,60.26,0.43
2704,56,Female,Tennessee,42,42,34,Weekly,Paypal,Accessories,Scarf,Winter,XL,Olive,Free Shipping,Silver,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,4.4,No,Golden Market,61.97,0.36,Retention Category,59.84,0.44
2705,52,Female,Tennessee,54,54,35,Weekly,Debit Card,Clothing,Dress,Spring,L,Beige,Next Day Air,Silver,0.0,Genuinely Loyal,Low,Medium,0,0,0,No,No,3.4,No,Golden Market,61.97,0.36,Entry Category,60.03,0.42
2706,65,Female,Washington,81,81,1,Bi-Weekly,Credit Card,Outerwear,Jacket,Spring,S,Turquoise,Store Pickup,Gold,0.0,Genuinely Loyal,High,Low,0,0,0,No,No,5.0,No,Promo Market,63.33,0.44,Entry Category,57.17,0.44
2707,24,Female,Alabama,40,40,48,Quarterly,Debit Card,Footwear,Shoes,Spring,S,Blue,Express,Silver,0.0,Genuinely Loyal,Low,High,0,0,0,No,No,3.1,No,Growth Market,59.11,0.4,Entry Category,60.26,0.43
2708,32,Female,Nebraska,88,88,19,Weekly,Cash,Accessories,Backpack,Fall,M,Pink,Standard,Platinum,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,4.2,No,Low Priority,59.45,0.43,Retention Category,59.84,0.44
2709,57,Female,Alabama,94,94,44,Weekly,Debit Card,Clothing,Dress,Summer,M,Teal,Store Pickup,Platinum,0.0,Genuinely Loyal,Low,High,0,0,0,No,No,3.3,No,Growth Market,59.11,0.4,Entry Category,60.03,0.42
2710,35,Female,Illinois,54,54,9,Bi-Weekly,Credit Card,Clothing,Shirt,Winter,S,Cyan,Standard,Silver,0.0,Genuinely Loyal,Low,Low,0,0,0,No,No,2.9,No,Golden Market,61.05,0.4,Entry Category,60.03,0.42
2711,69,Female,Wisconsin,51,51,3,Fortnightly,Bank Transfer,Outerwear,Jacket,Summer,L,Purple,Standard,Silver,0.0,Genuinely Loyal,High,Low,0,0,0,No,No,4.7,No,Low Priority,55.95,0.48,Entry Category,57.17,0.44
2712,30,Female,Nebraska,22,22,50,Monthly,Venmo,Accessories,Sunglasses,Spring,L,Red,Standard,Bronze,0.0,Genuinely Loyal,High,High,0,0,0,No,No,4.0,No,Low Priority,59.45,0.43,Retention Category,59.84,0.44
2713,37,Female,North Dakota,95,95,7,Quarterly,Debit Card,Outerwear,Jacket,Fall,L,Brown,Standard,Platinum,0.0,Genuinely Loyal,High,Low,0,0,0,No,No,4.6,No,Promo Market,62.89,0.46,Entry Category,57.17,0.44
2714,19,Female,Mississippi,57,57,20,Annually,Debit Card,Outerwear,Coat,Fall,M,Magenta,2-Day Shipping,Silver,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,3.8,No,Promo Market,61.04,0.48,Entry Category,57.17,0.44
2715,53,Female,Iowa,45,45,16,Bi-Weekly,Credit Card,Clothing,Sweater,Winter,S,Olive,Store Pickup,Silver,0.0,Genuinely Loyal,Low,Medium,0,0,0,No,No,3.6,No,Promo Market,60.88,0.52,Entry Category,60.03,0.42
2716,25,Female,Mississippi,92,92,29,Fortnightly,Paypal,Footwear,Sneakers,Winter,XL,Pink,Express,Platinum,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,4.1,No,Promo Market,61.04,0.48,Entry Category,60.26,0.43
2717,47,Female,Colorado,40,40,21,Weekly,Debit Card,Footwear,Shoes,Spring,L,Black,Store Pickup,Silver,0.0,Genuinely Loyal,Low,Medium,0,0,0,No,No,2.7,No,Growth Market,56.29,0.41,Entry Category,60.26,0.43
2718,18,Female,Nebraska,62,62,19,Every 3 Months,Credit Card,Accessories,Sunglasses,Winter,XL,Beige,Free Shipping,Gold,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,4.3,No,Low Priority,59.45,0.43,Retention Category,59.84,0.44
2719,22,Female,Virginia,90,90,10,Bi-Weekly,Venmo,Clothing,Shorts,Winter,M,Peach,Next Day Air,Platinum,0.0,Genuinely Loyal,High,Low,0,0,0,No,No,4.9,No,Golden Market,62.88,0.38,Entry Category,60.03,0.42
2720,69,Female,Louisiana,82,82,4,Monthly,Bank Transfer,Clothing,Hoodie,Fall,S,Peach,Free Shipping,Platinum,0.0,Genuinely Loyal,High,Low,0,0,0,No,No,4.2,No,Growth Market,57.71,0.42,Entry Category,60.03,0.42
2721,55,Female,Maryland,52,52,45,Quarterly,Bank Transfer,Accessories,Scarf,Spring,M,Peach,Store Pickup,Silver,0.0,Genuinely Loyal,Low,High,0,0,0,No,No,2.8,No,Low Priority,55.76,0.44,Retention Category,59.84,0.44
2722,19,Female,Minnesota,70,70,17,Fortnightly,Paypal,Footwear,Sandals,Spring,S,Teal,Free Shipping,Gold,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,4.9,No,Low Priority,56.56,0.44,Entry Category,60.26,0.43
2723,23,Female,Maine,83,83,22,Fortnightly,Paypal,Accessories,Hat,Spring,M,Green,2-Day Shipping,Platinum,0.0,Genuinely Loyal,Low,Medium,0,0,0,No,No,2.8,No,Growth Market,56.99,0.35,Retention Category,59.84,0.44
2724,54,Female,Texas,49,49,3,Every 3 Months,Paypal,Footwear,Shoes,Summer,XL,Brown,Store Pickup,Silver,0.0,Genuinely Loyal,Low,Low,0,0,0,No,No,2.9,No,Golden Market,61.19,0.36,Entry Category,60.26,0.43
2725,52,Female,Missouri,91,91,11,Fortnightly,Debit Card,Footwear,Sneakers,Spring,M,Brown,Next Day Air,Platinum,0.0,Genuinely Loyal,Low,Low,0,0,0,No,No,2.5,No,Low Priority,57.91,0.49,Entry Category,60.26,0.43
2726,64,Female,Mississippi,99,99,4,Annually,Debit Card,Accessories,Backpack,Summer,S,Violet,Free Shipping,Platinum,0.0,Genuinely Loyal,Low,Low,0,0,0,No,No,2.7,No,Promo Market,61.04,0.48,Retention Category,59.84,0.44
2727,33,Female,Michigan,92,92,11,Bi-Weekly,Paypal,Accessories,Belt,Winter,L,Blue,Free Shipping,Platinum,0.0,Genuinely Loyal,Low,Low,0,0,0,No,No,3.3,No,Golden Market,62.1,0.4,Retention Category,59.84,0.44
2728,40,Female,Colorado,87,87,47,Fortnightly,Credit Card,Clothing,Shirt,Winter,L,Charcoal,2-Day Shipping,Platinum,0.0,Genuinely Loyal,Low,High,0,0,0,No,No,3.7,No,Growth Market,56.29,0.41,Entry Category,60.03,0.42
2729,26,Female,Florida,28,28,17,Weekly,Debit Card,Clothing,Skirt,Winter,M,Pink,Express,Bronze,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,4.0,No,Low Priority,55.85,0.46,Entry Category,60.03,0.42
2730,31,Female,Montana,71,71,32,Monthly,Credit Card,Accessories,Gloves,Summer,S,Violet,Free Shipping,Gold,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,4.1,No,Golden Market,60.25,0.38,Retention Category,59.84,0.44
2731,23,Female,Wisconsin,32,32,37,Annually,Bank Transfer,Accessories,Gloves,Winter,M,Teal,Store Pickup,Bronze,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,4.1,No,Low Priority,55.95,0.48,Retention Category,59.84,0.44
2732,52,Female,Wisconsin,33,33,44,Quarterly,Bank Transfer,Accessories,Handbag,Summer,M,Red,2-Day Shipping,Bronze,0.0,Genuinely Loyal,Low,High,0,0,0,No,No,2.5,No,Low Priority,55.95,0.48,Retention Category,59.84,0.44
2733,21,Female,Delaware,75,75,27,Every 3 Months,Debit Card,Clothing,Socks,Winter,L,Orange,Store Pickup,Gold,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,4.2,No,Low Priority,55.33,0.45,Entry Category,60.03,0.42
2734,31,Female,North Carolina,83,83,46,Annually,Paypal,Accessories,Backpack,Summer,M,Magenta,Express,Platinum,0.0,Genuinely Loyal,High,High,0,0,0,No,No,4.7,No,Promo Market,60.79,0.45,Retention Category,59.84,0.44
2735,63,Female,New York,93,93,13,Bi-Weekly,Cash,Clothing,Jeans,Summer,XL,Yellow,2-Day Shipping,Platinum,0.0,Genuinely Loyal,Low,Low,0,0,0,No,No,2.7,No,Golden Market,60.43,0.41,Entry Category,60.03,0.42
2736,46,Female,California,29,29,2,Bi-Weekly,Paypal,Clothing,Skirt,Spring,M,Yellow,Express,Bronze,0.0,Genuinely Loyal,Low,Low,0,0,0,No,No,3.0,No,Growth Market,59.0,0.42,Entry Category,60.03,0.42
2737,44,Female,Montana,25,25,45,Annually,Credit Card,Clothing,Hoodie,Spring,M,Pink,Store Pickup,Bronze,0.0,Genuinely Loyal,High,High,0,0,0,No,No,4.8,No,Golden Market,60.25,0.38,Entry Category,60.03,0.42
2738,57,Female,North Carolina,76,76,35,Every 3 Months,Cash,Accessories,Jewelry,Spring,S,Indigo,Free Shipping,Gold,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,4.4,No,Promo Market,60.79,0.45,Retention Category,59.84,0.44
2739,50,Female,Ohio,81,81,39,Every 3 Months,Venmo,Footwear,Sneakers,Summer,M,Charcoal,2-Day Shipping,Gold,0.0,Genuinely Loyal,High,High,0,0,0,No,No,4.3,No,Promo Market,60.38,0.44,Entry Category,60.26,0.43
2740,33,Female,Alaska,80,80,39,Every 3 Months,Credit Card,Clothing,Shirt,Winter,XL,Blue,Store Pickup,Gold,0.0,Genuinely Loyal,Low,High,0,0,0,No,No,2.5,No,Golden Market,67.6,0.4,Entry Category,60.03,0.42
2741,19,Female,Pennsylvania,70,70,34,Fortnightly,Bank Transfer,Accessories,Sunglasses,Summer,M,Lavender,Free Shipping,Gold,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,4.9,No,Promo Market,66.57,0.45,Retention Category,59.84,0.44
2742,68,Female,Maine,81,81,41,Monthly,Venmo,Clothing,Dress,Fall,L,Yellow,2-Day Shipping,Gold,0.0,Genuinely Loyal,High,High,0,0,0,No,No,4.9,No,Growth Market,56.99,0.35,Entry Category,60.03,0.42
2743,27,Female,Texas,86,86,47,Annually,Debit Card,Footwear,Shoes,Spring,M,Black,Free Shipping,Platinum,0.0,Genuinely Loyal,High,High,0,0,0,No,No,3.9,No,Golden Market,61.19,0.36,Entry Category,60.26,0.43
2744,61,Female,New Jersey,94,94,17,Quarterly,Venmo,Accessories,Belt,Fall,S,Beige,2-Day Shipping,Platinum,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,4.1,No,Growth Market,56.75,0.4,Retention Category,59.84,0.44
2745,38,Female,Wyoming,66,66,40,Monthly,Credit Card,Clothing,Shirt,Winter,M,Silver,Store Pickup,Gold,0.0,Genuinely Loyal,Low,High,0,0,0,No,No,3.3,No,Golden Market,60.69,0.42,Entry Category,60.03,0.42
2746,28,Female,Michigan,98,98,44,Bi-Weekly,Paypal,Footwear,Boots,Summer,M,Magenta,Standard,Platinum,0.0,Genuinely Loyal,High,High,0,0,0,No,No,4.1,No,Golden Market,62.1,0.4,Entry Category,60.26,0.43
2747,39,Female,Ohio,25,25,21,Every 3 Months,Paypal,Clothing,Hoodie,Fall,M,Orange,Standard,Bronze,0.0,Genuinely Loyal,Low,Medium,0,0,0,No,No,3.7,No,Promo Market,60.38,0.44,Entry Category,60.03,0.42
2748,18,Female,West Virginia,62,62,21,Every 3 Months,Credit Card,Clothing,Jeans,Winter,M,Teal,Free Shipping,Gold,0.0,Genuinely Loyal,Low,Medium,0,0,0,No,No,3.1,No,Promo Market,63.88,0.49,Entry Category,60.03,0.42
2749,24,Female,Virginia,98,98,16,Annually,Venmo,Outerwear,Jacket,Spring,L,Turquoise,Free Shipping,Platinum,0.0,Genuinely Loyal,Low,Medium,0,0,0,No,No,3.0,No,Golden Market,62.88,0.38,Entry Category,57.17,0.44
2750,64,Female,Vermont,53,53,15,Annually,Bank Transfer,Outerwear,Jacket,Spring,M,Cyan,Standard,Silver,0.0,Genuinely Loyal,Low,Medium,0,0,0,No,No,3.4,No,Growth Market,57.18,0.39,Entry Category,57.17,0.44
2751,51,Female,Alaska,66,66,26,Every 3 Months,Paypal,Footwear,Sandals,Spring,L,Pink,2-Day Shipping,Gold,0.0,Genuinely Loyal,Low,Medium,0,0,0,No,No,2.7,No,Golden Market,67.6,0.4,Entry Category,60.26,0.43
2752,27,Female,Minnesota,52,52,50,Monthly,Venmo,Clothing,Dress,Fall,S,Indigo,Free Shipping,Silver,0.0,Genuinely Loyal,Low,High,0,0,0,No,No,3.1,No,Low Priority,56.56,0.44,Entry Category,60.03,0.42
2753,48,Female,Colorado,64,64,30,Bi-Weekly,Venmo,Clothing,Sweater,Winter,S,Peach,Free Shipping,Gold,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,4.0,No,Growth Market,56.29,0.41,Entry Category,60.03,0.42
2754,69,Female,Rhode Island,59,59,48,Quarterly,Paypal,Accessories,Gloves,Spring,M,Beige,Next Day Air,Silver,0.0,Genuinely Loyal,Low,High,0,0,0,No,No,3.6,No,Golden Market,61.44,0.4,Retention Category,59.84,0.44
2755,59,Female,New Jersey,61,61,21,Bi-Weekly,Venmo,Accessories,Sunglasses,Summer,L,Gold,Free Shipping,Gold,0.0,Genuinely Loyal,Low,Medium,0,0,0,No,No,3.6,No,Growth Market,56.75,0.4,Retention Category,59.84,0.44
2756,59,Female,Nevada,97,97,18,Annually,Credit Card,Accessories,Belt,Winter,M,Indigo,Store Pickup,Platinum,0.0,Genuinely Loyal,Low,Medium,0,0,0,No,No,3.3,No,Promo Market,63.38,0.47,Retention Category,59.84,0.44
2757,42,Female,Minnesota,23,23,41,Monthly,Paypal,Accessories,Hat,Winter,L,Violet,Free Shipping,Bronze,0.0,Genuinely Loyal,High,High,0,0,0,No,No,4.1,No,Low Priority,56.56,0.44,Retention Category,59.84,0.44
2758,39,Female,Delaware,98,98,11,Monthly,Venmo,Accessories,Hat,Fall,XL,Brown,Next Day Air,Platinum,0.0,Genuinely Loyal,High,Low,0,0,0,No,No,4.3,No,Low Priority,55.33,0.45,Retention Category,59.84,0.44
2759,32,Female,Illinois,98,98,8,Bi-Weekly,Bank Transfer,Clothing,Blouse,Summer,M,Purple,Standard,Platinum,0.0,Genuinely Loyal,Low,Low,0,0,0,No,No,3.2,No,Golden Market,61.05,0.4,Entry Category,60.03,0.42
2760,68,Female,Washington,59,59,42,Every 3 Months,Cash,Footwear,Shoes,Summer,M,Turquoise,Free Shipping,Silver,0.0,Genuinely Loyal,High,High,0,0,0,No,No,3.9,No,Promo Market,63.33,0.44,Entry Category,60.26,0.43
2761,41,Female,Alaska,82,82,41,Bi-Weekly,Credit Card,Clothing,Skirt,Fall,S,Violet,Next Day Air,Platinum,0.0,Genuinely Loyal,High,High,0,0,0,No,No,5.0,No,Golden Market,67.6,0.4,Entry Category,60.03,0.42
2762,31,Female,Michigan,82,82,3,Every 3 Months,Credit Card,Footwear,Sneakers,Fall,M,Purple,Next Day Air,Platinum,0.0,Genuinely Loyal,Low,Low,0,0,0,No,No,3.4,No,Golden Market,62.1,0.4,Entry Category,60.26,0.43
2763,58,Female,Georgia,41,41,10,Every 3 Months,Debit Card,Clothing,T-Shirt,Fall,M,Charcoal,Store Pickup,Silver,0.0,Genuinely Loyal,High,Low,0,0,0,No,No,3.8,No,Growth Market,58.8,0.41,Entry Category,60.03,0.42
2764,28,Female,West Virginia,52,52,35,Quarterly,Venmo,Accessories,Handbag,Fall,M,Green,2-Day Shipping,Silver,0.0,Genuinely Loyal,Low,Medium,0,0,0,No,No,2.9,No,Promo Market,63.88,0.49,Retention Category,59.84,0.44
2765,63,Female,Arizona,41,41,2,Weekly,Debit Card,Clothing,Sweater,Spring,XL,White,Next Day Air,Silver,0.0,Genuinely Loyal,Low,Low,0,0,0,No,No,2.6,No,Golden Market,66.55,0.34,Entry Category,60.03,0.42
2766,64,Female,Colorado,70,70,24,Quarterly,Credit Card,Accessories,Gloves,Summer,M,Purple,2-Day Shipping,Gold,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,4.3,No,Growth Market,56.29,0.41,Retention Category,59.84,0.44
2767,66,Female,Tennessee,91,91,47,Monthly,Credit Card,Clothing,Dress,Winter,M,Cyan,Standard,Platinum,0.0,Genuinely Loyal,Low,High,0,0,0,No,No,2.8,No,Golden Market,61.97,0.36,Entry Category,60.03,0.42
2768,31,Female,Iowa,95,95,31,Monthly,Cash,Clothing,Dress,Spring,M,Green,Free Shipping,Platinum,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,4.5,No,Promo Market,60.88,0.52,Entry Category,60.03,0.42
2769,55,Female,Kansas,25,25,28,Bi-Weekly,Paypal,Clothing,Blouse,Spring,M,Beige,2-Day Shipping,Bronze,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,3.8,No,Growth Market,54.56,0.24,Entry Category,60.03,0.42
2770,32,Female,Oklahoma,89,89,13,Weekly,Cash,Clothing,Shirt,Fall,L,Lavender,Standard,Platinum,0.0,Genuinely Loyal,Low,Low,0,0,0,No,No,3.0,No,Low Priority,58.35,0.48,Entry Category,60.03,0.42
2771,50,Female,Nebraska,44,44,22,Quarterly,Bank Transfer,Footwear,Boots,Fall,S,Blue,Express,Silver,0.0,Genuinely Loyal,Low,Medium,0,0,0,No,No,3.3,No,Low Priority,59.45,0.43,Entry Category,60.26,0.43
2772,58,Female,Maryland,52,52,12,Fortnightly,Bank Transfer,Outerwear,Jacket,Summer,S,Beige,2-Day Shipping,Silver,0.0,Genuinely Loyal,Low,Low,0,0,0,No,No,3.1,No,Low Priority,55.76,0.44,Entry Category,57.17,0.44
2773,18,Female,Pennsylvania,94,94,10,Every 3 Months,Bank Transfer,Accessories,Backpack,Spring,L,Blue,Store Pickup,Platinum,0.0,Genuinely Loyal,Low,Low,0,0,0,No,No,3.5,No,Promo Market,66.57,0.45,Retention Category,59.84,0.44
2774,39,Female,Arizona,98,98,45,Quarterly,Bank Transfer,Clothing,Pants,Spring,S,Maroon,Express,Platinum,0.0,Genuinely Loyal,High,High,0,0,0,No,No,4.6,No,Golden Market,66.55,0.34,Entry Category,60.03,0.42
2775,56,Female,Oklahoma,40,40,42,Quarterly,Credit Card,Footwear,Boots,Fall,L,Yellow,Standard,Silver,0.0,Genuinely Loyal,High,High,0,0,0,No,No,4.1,No,Low Priority,58.35,0.48,Entry Category,60.26,0.43
2776,37,Female,Montana,25,25,16,Weekly,Debit Card,Clothing,Socks,Fall,L,Red,Free Shipping,Bronze,0.0,Genuinely Loyal,Low,Medium,0,0,0,No,No,3.6,No,Golden Market,60.25,0.38,Entry Category,60.03,0.42
2777,46,Female,Wyoming,62,62,6,Annually,Bank Transfer,Accessories,Scarf,Fall,L,Green,Free Shipping,Gold,0.0,Genuinely Loyal,Low,Low,0,0,0,No,No,2.9,No,Golden Market,60.69,0.42,Retention Category,59.84,0.44
2778,52,Female,Idaho,24,24,28,Every 3 Months,Credit Card,Clothing,Blouse,Fall,M,Magenta,Standard,Bronze,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,4.8,No,Golden Market,60.08,0.41,Entry Category,60.03,0.42
2779,70,Female,Pennsylvania,57,57,24,Bi-Weekly,Credit Card,Accessories,Belt,Spring,L,Yellow,Standard,Silver,0.0,Genuinely Loyal,Low,Medium,0,0,0,No,No,3.2,No,Promo Market,66.57,0.45,Retention Category,59.84,0.44
2780,61,Female,Montana,66,66,14,Fortnightly,Credit Card,Accessories,Sunglasses,Winter,L,Blue,Express,Gold,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,4.3,No,Golden Market,60.25,0.38,Retention Category,59.84,0.44
2781,33,Female,Ohio,70,70,29,Fortnightly,Paypal,Footwear,Boots,Winter,M,Charcoal,Next Day Air,Gold,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,4.1,No,Promo Market,60.38,0.44,Entry Category,60.26,0.43
2782,65,Female,Mississippi,39,39,33,Weekly,Paypal,Footwear,Sandals,Spring,M,Blue,Standard,Bronze,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,4.6,No,Promo Market,61.04,0.48,Entry Category,60.26,0.43
2783,41,Female,Idaho,34,34,30,Annually,Paypal,Accessories,Gloves,Spring,S,Cyan,Free Shipping,Bronze,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,3.8,No,Golden Market,60.08,0.41,Retention Category,59.84,0.44
2784,19,Female,Virginia,38,38,26,Quarterly,Credit Card,Clothing,Skirt,Spring,M,Silver,Next Day Air,Bronze,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,4.5,No,Golden Market,62.88,0.38,Entry Category,60.03,0.42
2785,33,Female,Idaho,70,70,12,Every 3 Months,Paypal,Clothing,Skirt,Winter,M,Black,Express,Gold,0.0,Genuinely Loyal,Low,Low,0,0,0,No,No,3.1,No,Golden Market,60.08,0.41,Entry Category,60.03,0.42
2786,53,Female,Louisiana,80,80,13,Monthly,Bank Transfer,Clothing,Blouse,Summer,S,Green,Next Day Air,Gold,0.0,Genuinely Loyal,Low,Low,0,0,0,No,No,2.9,No,Growth Market,57.71,0.42,Entry Category,60.03,0.42
2787,54,Female,Colorado,51,51,41,Every 3 Months,Debit Card,Accessories,Handbag,Spring,M,Violet,Next Day Air,Silver,0.0,Genuinely Loyal,High,High,0,0,0,No,No,3.8,No,Growth Market,56.29,0.41,Retention Category,59.84,0.44
2788,36,Female,West Virginia,79,79,4,Fortnightly,Venmo,Footwear,Boots,Spring,XL,Pink,Next Day Air,Gold,0.0,Genuinely Loyal,High,Low,0,0,0,No,No,4.1,No,Promo Market,63.88,0.49,Entry Category,60.26,0.43
2789,56,Female,Rhode Island,92,92,2,Annually,Credit Card,Footwear,Boots,Summer,M,Olive,Free Shipping,Platinum,0.0,Genuinely Loyal,Low,Low,0,0,0,No,No,3.1,No,Golden Market,61.44,0.4,Entry Category,60.26,0.43
2790,28,Female,North Carolina,85,85,28,Bi-Weekly,Credit Card,Clothing,Sweater,Fall,L,Orange,Express,Platinum,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,5.0,No,Promo Market,60.79,0.45,Entry Category,60.03,0.42
2791,34,Female,Maine,63,63,24,Annually,Debit Card,Clothing,Socks,Spring,M,Black,Free Shipping,Gold,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,4.5,No,Growth Market,56.99,0.35,Entry Category,60.03,0.42
2792,43,Female,Iowa,60,60,14,Fortnightly,Venmo,Accessories,Gloves,Fall,M,Yellow,Express,Silver,0.0,Genuinely Loyal,Low,Medium,0,0,0,No,No,2.8,No,Promo Market,60.88,0.52,Retention Category,59.84,0.44
2793,54,Female,Kentucky,44,44,11,Weekly,Credit Card,Clothing,Shorts,Winter,L,Violet,Express,Silver,0.0,Genuinely Loyal,Low,Low,0,0,0,No,No,3.2,No,Low Priority,55.72,0.43,Entry Category,60.03,0.42
2794,37,Female,Massachusetts,57,57,27,Bi-Weekly,Debit Card,Footwear,Boots,Spring,M,Silver,Standard,Silver,0.0,Genuinely Loyal,Low,Medium,0,0,0,No,No,3.1,No,Promo Market,60.89,0.49,Entry Category,60.26,0.43
2795,33,Female,New York,24,24,7,Fortnightly,Cash,Outerwear,Jacket,Fall,M,Gold,Standard,Bronze,0.0,Genuinely Loyal,Low,Low,0,0,0,No,No,3.3,No,Golden Market,60.43,0.41,Entry Category,57.17,0.44
